SMILES,novelty,dist_to_D_A,dist_to_D_B,max_sim_D_A,max_sim_D_B,synthetic_accessibility,pred_group_A_absorption_max_nm,unc_group_A_absorption_max_nm,pred_group_A_log_extinction,unc_group_A_log_extinction,pred_group_A_photochem_efficiency,unc_group_A_photochem_efficiency,pred_group_B_log_kp,unc_group_B_log_kp,pred_group_B_skin_sensitization,unc_group_B_skin_sensitization,pred_group_B_skin_irritation,unc_group_B_skin_irritation,pass_surrogate_A,pass_surrogate_B,pass_surrogate_all,oracle_group_A_absorption_max_nm,oracle_group_A_log_extinction,oracle_group_A_photochem_efficiency,oracle_group_B_log_kp,oracle_group_B_skin_sensitization,oracle_group_B_skin_irritation,pass_oracle_A,pass_oracle_B,pass_oracle_all,pass_constraints,method_id,seed
CC(C)c1sc(-c2ccc(Cl)cc2)nc1-c1ccc(C(F)(F)F)cc1,1,0.6078,0.7593,0.3922,0.2407,2.221,321.5131,34.6014,4.2826,0.2923,0.3304,0.1615,-7.0984,1.1318,0.6136,0.3535,0.4247,0.3668,1,0,0,317.1345,4.2482,0.3708,-6.6861,0.206,0.0462,1,1,1,1,B0,101
CC1CC(C=Nc2nc3c(C#N)cccc3s2)CC(C)(C)C1,1,0.7455,0.7463,0.2545,0.2537,4.0222,412.6947,113.5611,4.2411,0.3853,0.1097,0.1277,-8.153,1.6172,0.5142,0.3928,0.2388,0.3068,0,0,0,420.9928,4.1877,0.1816,-8.2209,0.1563,0.0114,0,1,0,0,B0,101
CCCCc1cc(C=CC(=O)OCC(=O)OC)cc(O)c1O,1,0.6462,0.5283,0.3538,0.4717,2.3874,330.1693,49.1181,3.8368,0.568,0.1947,0.1471,-6.5428,1.1095,0.5518,0.3881,0.202,0.3089,0,0,0,357.2695,3.8904,0.2127,-6.5521,0.2464,0.0061,0,1,0,0,B0,101
COCCON=Nc1cccc(C)c1,1,0.6136,0.7045,0.3864,0.2955,2.6837,365.3146,55.2811,2.3605,2.0014,0.5455,0.3631,-5.5555,1.0208,0.4554,0.3652,0.2806,0.3209,0,1,0,340.2835,3.2745,0.3943,-6.2058,0.0647,0.0592,0,1,0,0,B0,101
CC=C(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,1,0.5,0.7959,0.5,0.2041,3.0054,419.0279,67.1631,4.5305,0.2801,0.3157,0.2619,-6.834,1.0359,0.5343,0.3777,0.1878,0.2702,1,0,0,436.4117,4.6537,0.4714,-6.8615,0.2008,0.0074,0,1,0,0,B0,101
CN(C)c1cc(-c2ccc(N(c3ccccc3)C(C)(C)C)cc2)sc1/C=C1/SC(=S)N(CC(=O)O)C1=O,1,0.3968,0.7424,0.6032,0.2576,3.1024,475.2571,44.977,4.3874,0.2526,0.19,0.1595,-6.7057,1.1097,0.4837,0.3606,0.1366,0.2466,0,1,0,467.4722,4.501,0.1747,-6.7555,0.1677,0.0045,0,1,0,0,B0,101
CCC1(C)CC(NC(=O)CCCCC(=O)NC2CC(C)(C3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)NC(C)(CC)C2C)C(C)C(C)(CC)N1,1,0.5733,0.4783,0.4267,0.5217,5.6627,436.4502,126.5695,4.3429,0.3968,0.2435,0.23,-6.4164,0.9827,0.4175,0.4314,0.2569,0.352,0,1,0,441.8202,4.3732,0.2663,-6.1275,0.1116,0.0482,0,1,0,0,B0,101
CCOc1ccc2c(c1)C(CC)(CC)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,1,0.3269,0.625,0.6731,0.375,2.596,354.8241,52.0756,4.2652,0.4554,0.4708,0.2455,-6.6938,1.1217,0.443,0.3884,0.2177,0.2807,1,1,1,370.2095,4.235,0.4676,-6.7392,0.0174,0.0257,1,1,1,1,B0,101
CCCCN(CCCC)c1ccccc1,0,0.4167,0.0,0.5833,1.0,1.7064,290.5028,49.2705,3.6904,0.5971,0.1393,0.1806,-5.3437,1.3833,0.2895,0.2775,0.338,0.2991,0,1,0,303.9913,3.6479,0.1414,-4.8956,0.1027,0.5788,0,0,0,0,B0,101
CCCCOC(=O)C=C1N=C(c2ccccc2)OC1=O,1,0.5577,0.4583,0.4423,0.5417,2.3165,348.5958,31.3511,4.0226,0.355,0.0958,0.1165,-7.1173,1.1389,0.4881,0.3785,0.1408,0.2271,0,1,0,359.8618,4.1146,0.2094,-7.4949,0.2289,0.0041,0,1,0,0,B0,101
O=C(O)c1cccc(C(=O)c2ccc(O)c(C(=O)c3ccc(O)cc3)c2)c1,1,0.5143,0.2353,0.4857,0.7647,2.021,336.7786,59.3386,4.1997,0.3658,0.2471,0.191,-7.0925,1.0256,0.5463,0.3804,0.2196,0.2918,0,0,0,326.451,4.0659,0.3284,-6.7394,0.1777,0.0163,1,1,1,1,B0,101
COc1ccc(-c2ccc3c4ccccc4c4cncnc4c3c2)cc1,1,0.4419,0.6522,0.5581,0.3478,2.0713,349.6063,17.0651,4.2225,0.1521,0.3766,0.0926,-7.2124,1.3582,0.4754,0.3476,0.1698,0.2719,1,1,1,349.8545,4.3516,0.3631,-7.3334,0.1062,0.0108,1,1,1,1,B0,101
C[C@H]1CC(C)(C)N(C)c2ccc(/C=C/c3ccc(/C=C(\C#N)c4cc(Cl)c(O)c(Cc5cc(C(C)(C)CC(C)(C)C)cc(Cl)c5O)c4)s3)c(C#N)c21,1,0.5914,0.6282,0.4086,0.3718,4.3315,489.8986,82.8677,4.4964,0.3504,0.2012,0.1674,-7.086,1.2453,0.441,0.4164,0.1759,0.2742,0,1,0,517.0342,4.6108,0.1534,-7.2908,0.1096,0.007,0,1,0,0,B0,101
N#Cc1ccc(-c2ccc(O)c(O)c2)cc1C#N,1,0.5625,0.4242,0.4375,0.5758,2.2371,332.588,43.2721,4.235,0.2699,0.164,0.1561,-7.1596,1.1463,0.7535,0.2866,0.2664,0.323,0,0,0,329.528,4.2492,0.2575,-6.9286,0.3702,0.0159,1,1,1,1,B0,101
C=CCCCC(C=C)Oc1cc(OC(C=C)CCC2=COC3=C(CCCC3)C2)ccc1C(=O)c1ccccc1,1,0.7674,0.3333,0.2326,0.6667,4.3178,352.6112,67.5331,4.3998,0.4338,0.2416,0.217,-7.6952,1.7998,0.3507,0.38,0.1202,0.2332,0,1,0,337.7445,4.4555,0.157,-7.7557,0.0694,0.0075,0,1,0,0,B0,101
Cc1ccc2c(C3CC(C)(C)NC(C)(C)C3)cc(=O)oc2c1,1,0.5435,0.6136,0.4565,0.3864,2.7828,320.7073,46.2231,4.2005,0.2914,0.251,0.1977,-6.8001,1.1116,0.5113,0.3756,0.2434,0.321,1,0,0,335.9861,4.3805,0.277,-6.6793,0.3554,0.0139,1,1,1,1,B0,101
CCC1=C/C(=C\c2cccc(Oc3ccccc3)c2)C(c2ccccc2-c2ccc(C(C)(C)C)cc2)=C1,1,0.5179,0.6774,0.4821,0.3226,2.6109,365.5241,61.1979,4.1365,0.5853,0.2525,0.2348,-6.9205,1.3568,0.3996,0.3589,0.2566,0.3201,1,1,1,399.2543,4.5224,0.3218,-6.8377,0.0263,0.034,1,1,1,1,B0,101
CC(=O)Oc1sc(-c2ccc(C)cc2)cc1C1=C(c2cc(-c3ccc(C)cc3C#N)sc2C#Cc2ccccc2)C(F)(F)C(F)(F)C1(F)F,1,0.3871,0.72,0.6129,0.28,3.7607,381.7131,50.6066,4.1217,0.4682,0.4702,0.2512,-6.7249,1.2703,0.4415,0.3901,0.1168,0.2087,1,1,1,363.1203,4.1927,0.4436,-6.4671,0.3034,0.0053,1,1,1,1,B0,101
CC(C)(C)c1ccc(C(=O)c2cc(C(=O)c3ccc(C(C)(C)C)cc3)cc(C(=O)c3c(N)nn4c(N)c(N=Nc5nccs5)c(N)nc34)c2)cc1,1,0.4697,0.625,0.5303,0.375,3.5335,470.3038,91.5483,4.4706,0.2884,0.3277,0.2847,-7.1481,1.3142,0.4717,0.3843,0.1883,0.3038,0,1,0,442.0372,4.1513,0.2858,-6.7139,0.0584,0.0046,0,1,0,0,B0,101
CCCCn1c(-c2cc(O)c(-c3cc(OC)c(C(C)(C)C)cc3O)cc2OC)nc2c(-c3cccs3)sc(-c3cccs3)c21,1,0.5357,0.6129,0.4643,0.3871,3.3403,403.4259,60.648,4.1456,0.7929,0.3438,0.2399,-6.5635,1.4403,0.4003,0.4078,0.1761,0.2907,1,1,1,471.4084,4.3931,0.185,-7.9115,0.0434,0.0044,0,1,0,0,B0,101
COc1ccc(-c2cc(SSc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)ccc2/C=C(/C#N)C(=O)O)cc1,1,0.5972,0.6296,0.4028,0.3704,3.0391,417.3778,58.6435,4.3781,0.2807,0.1947,0.1971,-6.7838,1.0798,0.5427,0.3706,0.1617,0.2808,0,0,0,423.12,4.6777,0.2627,-6.4121,0.074,0.0065,0,1,0,0,B0,101
O=C(c1ccc(/C=C/SC=C2CCCCC2)cc1)c1ccc2ccccc2c1O,1,0.4783,0.4792,0.5217,0.5208,2.7959,358.3972,24.9015,4.4687,0.2485,0.1475,0.1008,-7.3012,1.3696,0.3829,0.3776,0.125,0.223,0,1,0,367.7951,4.2596,0.2088,-7.3012,0.1031,0.0049,0,1,0,0,B0,101
CC=C(C)C(=O)c1cc(C#Cc2ccc(N(CCCC)CCCC)cc2)c(C#Cc2ccc(N(CCCC)CCCC)cc2)cc1C#Cc1ccc(C(F)(F)F)cc1,1,0.2745,0.6471,0.7255,0.3529,3.6186,435.3971,28.3559,4.5961,0.2372,0.2921,0.2043,-7.1533,1.4747,0.3896,0.3665,0.1564,0.251,0,1,0,428.0479,4.6552,0.2699,-6.5282,0.1112,0.0038,0,1,0,0,B0,101
CC(C)(O)N(c1ccccc1)c1ccc(-c2sc(-c3ccc(C=C(C#N)C(=O)O)cc3)c3c2OCCO3)cc1,1,0.3231,0.6,0.6769,0.4,3.1328,479.2822,38.6089,4.4749,0.158,0.1302,0.1291,-6.8181,1.1189,0.3778,0.373,0.1411,0.2528,0,1,0,449.3325,4.4519,0.1129,-6.7828,0.0431,0.0073,0,1,0,0,B0,101
COC(=O)c1ccccc1[I+]c1ccccc1-c1ccccc1N,1,0.5143,0.4167,0.4857,0.5833,2.614,320.3477,53.6679,4.1135,0.2816,0.2141,0.1785,-7.3854,1.0142,0.5464,0.3819,0.1678,0.2706,0,0,0,314.253,4.1012,0.2478,-7.5624,0.551,0.0079,0,0,0,0,B0,101
Cc1cc(C(C)(Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)c2cc(C)c(O)c(C)c2)cc(C)c1O,1,0.5965,0.5854,0.4035,0.4146,2.8873,391.785,53.0912,4.37,0.4177,0.5533,0.3058,-7.3466,1.5668,0.4613,0.3889,0.2597,0.308,1,1,1,433.215,4.5205,0.5747,-7.5484,0.0207,0.0039,0,1,0,0,B0,101
Cc1ccc(CN2CCCCC2)cc1C(F)(F)F,1,0.6935,0.4211,0.3065,0.5789,1.8689,282.5219,47.0281,3.9149,0.6696,0.1505,0.1954,-7.0942,1.531,0.3689,0.3523,0.4987,0.3397,0,1,0,269.2978,3.8537,0.3,-7.4525,0.1279,0.3305,0,1,0,0,B0,101
CCCCc1cnccc1-c1ccc2ccc3c(C(N)=O)ccc4ccc1c2c43,1,0.5614,0.6949,0.4386,0.3051,2.4387,372.5939,32.7809,4.2935,0.4292,0.3794,0.2373,-6.6234,1.1357,0.4207,0.3868,0.1433,0.2286,1,1,1,393.8568,4.3172,0.2877,-6.6846,0.1099,0.0026,1,1,1,1,B0,101
Cc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C4OCCO4)c4ccccc4C2=N3)s1,1,0.3036,0.7742,0.6964,0.2258,3.6847,615.2657,89.1243,4.8776,0.186,0.3322,0.1463,-7.4164,1.5025,0.5837,0.3688,0.2489,0.3188,0,0,0,587.7222,4.7786,0.2642,-8.7718,0.2534,0.0091,0,1,0,0,B0,101
CCCCCC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,1,0.1739,0.7245,0.8261,0.2755,2.8613,395.7414,69.8414,4.3425,0.2554,0.4342,0.2058,-6.5535,1.3746,0.3858,0.3978,0.1246,0.2253,1,1,1,386.9809,4.2776,0.4575,-6.6683,0.0435,0.0034,1,1,1,1,B0,101
CC(=O)c1c(Nc2ccccc2O)c2ccc(N(C)C)cc2oc1=O,1,0.3898,0.6724,0.6102,0.3276,2.4701,385.8654,40.5965,4.0584,0.4304,0.1864,0.1944,-6.7711,0.7688,0.605,0.3692,0.1905,0.293,0,0,0,392.9868,4.1714,0.1059,-6.5618,0.4877,0.0064,0,1,0,0,B0,101
COc1cccc(N=NC2CCC(C)(C)CCC2C)c1,1,0.5625,0.641,0.4375,0.359,3.4698,371.5963,65.5125,3.3833,1.0015,0.5796,0.3564,-6.8145,1.0128,0.3054,0.3805,0.2195,0.2817,0,1,0,359.3745,3.702,0.4125,-6.6025,0.0181,0.0085,0,1,0,0,B0,101
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)nc(S(C)(=O)=O)n3)ccc21,1,0.1522,0.6418,0.8478,0.3582,2.6849,348.5245,26.898,4.3798,0.2151,0.4838,0.1584,-6.924,1.3945,0.4271,0.3767,0.1478,0.2364,1,1,1,357.0748,4.3533,0.4642,-8.6453,0.0646,0.0113,1,1,1,1,B0,101
C[N+](C)=c1ccc2c(CCCCCCOC(=O)c3ccc(O)c(O)c3)c3ccc4cc(N)ccc4c3oc-2c1,1,0.52,0.5692,0.48,0.4308,3.0434,443.2425,122.5256,4.4956,0.2183,0.3327,0.2573,-6.5201,1.0828,0.5089,0.3957,0.0898,0.1916,0,0,0,547.4222,4.4815,0.3163,-6.1597,0.2181,0.0029,0,1,0,0,B0,101
CC(C)c1ccc(-c2nc(C#N)c3ccccn23)cc1,1,0.5,0.6341,0.5,0.3659,2.2876,320.6959,48.8518,4.1476,0.3114,0.3884,0.1931,-6.6139,1.082,0.5418,0.3893,0.2935,0.3388,1,0,0,296.2496,4.05,0.2435,-6.6484,0.1553,0.0097,0,1,0,0,B0,101
CCC1(CC)c2cc(/C=C(\C#N)C(=O)O)sc2-c2sc(-c3ccc(-c4ccc(O)cc4O)cc3)cc21,1,0.2857,0.6765,0.7143,0.3235,3.2269,467.8003,41.3249,4.4804,0.2744,0.1472,0.1493,-6.4575,0.8546,0.5104,0.3981,0.1288,0.2458,0,0,0,452.0389,4.613,0.1067,-6.4699,0.1189,0.0056,0,1,0,0,B0,101
N#CCCC(=O)c1ccc(O)cc1-c1ccccc1,1,0.66,0.6,0.34,0.4,2.0825,322.8313,24.6609,4.042,0.3881,0.2076,0.1827,-6.6325,0.9873,0.5208,0.3836,0.1245,0.2004,0,0,0,325.1188,4.2612,0.2271,-6.7323,0.2109,0.0056,0,1,0,0,B0,101
CC(C)(C)c1ccc(-c2cccc(C(C)(C)C)c2)cc1,1,0.381,0.3333,0.619,0.6667,1.71,296.0134,36.5296,4.2928,0.2243,0.2818,0.2329,-7.0626,1.1837,0.4771,0.3426,0.4033,0.3574,1,1,1,286.9862,4.2195,0.3261,-6.7332,0.0372,0.0826,0,1,0,0,B0,101
CCCCC(CC)COc1c(C=C(C(=O)OCC)C(=O)OCC)cccc1CCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,1,0.4286,0.6559,0.5714,0.3441,4.4756,638.1353,72.5706,4.6323,0.4195,0.2785,0.218,-7.5298,1.6244,0.3087,0.3836,0.1107,0.2199,0,1,0,598.6208,4.5525,0.3023,-7.6511,0.0903,0.0051,0,1,0,0,B0,101
COc1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccccc4)cc3)cc2)cc1,1,0.3438,0.4375,0.6562,0.5625,1.9494,342.2476,12.9744,4.5126,0.3102,0.3866,0.1063,-7.1848,1.1923,0.4914,0.3367,0.2583,0.3111,1,1,1,339.5644,4.5614,0.4612,-7.1319,0.178,0.0554,1,1,1,1,B0,101
CC(C)(C)c1ccc(-c2cc(OC(=O)CCC3c4ccccc4C=Cc4ccccc43)ccc2O)cc1,1,0.6491,0.6038,0.3509,0.3962,2.6419,391.4326,74.7408,4.3285,0.3086,0.2958,0.2374,-6.9658,1.1722,0.3285,0.3722,0.1003,0.2097,1,1,1,411.6761,4.1785,0.336,-6.5907,0.0053,0.0041,1,1,1,1,B0,101
CCOC(=O)c1cc(-c2ccc(/C=C/c3ccc(-c4cc5ccccc5s4)s3)cc2)ccc1O,1,0.4762,0.5763,0.5238,0.4237,2.5073,430.3361,70.3854,4.4955,0.2298,0.3414,0.22,-6.8225,1.4149,0.3621,0.3985,0.0428,0.1147,0,1,0,395.8285,4.4342,0.2204,-7.8345,0.0204,0.0029,0,1,0,0,B0,101
COC(=O)C(=Cc1ccc(C)s1)CC#Cc1ccccc1,1,0.6909,0.3261,0.3091,0.6739,2.7159,332.9789,26.7985,4.084,0.6158,0.1283,0.177,-6.6109,1.1266,0.4743,0.3874,0.108,0.1646,0,1,0,353.7667,4.2221,0.1057,-6.0206,0.3475,0.0037,0,1,0,0,B0,101
CC(C)[Si](OC(C)(C)C)(C(C)C)C(C)C,1,0.8158,0.8,0.1842,0.2,2.7729,358.3243,166.5665,3.1559,0.8099,0.1626,0.1557,-6.4652,1.4713,0.2215,0.267,0.5326,0.3346,0,0,0,477.2845,3.7387,0.0438,-6.3364,0.0195,0.7374,0,0,0,0,B0,101
Cc1ccc(N=Nc2ccc(O)c(C=NC(=O)O)c2)cc1,1,0.3256,0.6444,0.6744,0.3556,2.7451,397.9205,42.7003,3.8122,0.7024,0.1475,0.166,-6.8717,1.0663,0.5495,0.3811,0.2148,0.3069,0,0,0,379.245,4.0158,0.2828,-8.0814,0.1823,0.0084,1,1,1,1,B0,101
Cc1cc(/C=C/c2cccc(Oc3ccc(C=Cc4ccc(O)c(Cl)c4)cc3)c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,1,0.2206,0.7162,0.7794,0.2838,3.6527,584.678,55.8047,4.8584,0.2976,0.3047,0.2434,-7.1554,1.4334,0.5369,0.3929,0.2133,0.3073,0,0,0,597.4974,4.8164,0.3393,-7.5181,0.0573,0.005,0,1,0,0,B0,101
CCCCCCOc1ccc(-c2cccc(O)c2)cc1,1,0.5106,0.4681,0.4894,0.5319,1.6313,320.6065,51.9803,4.0693,0.3636,0.2801,0.2263,-6.5482,1.1068,0.2977,0.3079,0.1417,0.2354,1,1,1,303.9416,4.0355,0.2702,-6.3886,0.0224,0.003,1,1,1,1,B0,101
CCCC(=O)OCCC(C)CN1C(=O)c2cccc3c2c(cc2oc(C)nc23)C1=O,1,0.4058,0.6567,0.5942,0.3433,3.2069,404.1557,72.6202,4.2294,0.3467,0.4193,0.1993,-7.0943,1.6174,0.3767,0.3986,0.1103,0.201,1,1,1,396.672,4.2336,0.3068,-7.4752,0.0104,0.0057,1,1,1,1,B0,101
C/C=C(\C)c1n[nH]c(S)n1,1,0.7347,0.7576,0.2653,0.2424,4.0328,280.0445,45.7432,3.6868,0.7085,0.2597,0.3148,-5.7433,0.579,0.6727,0.3441,0.5618,0.3092,0,0,0,298.2761,3.6705,0.2586,-5.6604,0.7759,0.9239,0,0,0,0,B0,101
CN(C)c1ccc(C=C(C#N)c2ccc(F)cc2N(C)C)cc1,1,0.3488,0.6667,0.6512,0.3333,2.4238,404.2488,58.2131,4.4021,0.2883,0.1713,0.179,-6.8088,1.0285,0.5776,0.3429,0.1704,0.2626,0,0,0,425.3741,4.4533,0.1779,-6.4686,0.2906,0.0041,0,1,0,0,B0,101
CC(=O)OCCC=CC(C)C,1,0.7692,0.4138,0.2308,0.5862,2.5329,428.0862,159.4794,2.7388,0.9516,0.1282,0.1514,-4.9546,0.744,0.152,0.2707,0.4094,0.3162,0,0,0,470.065,2.4923,0.1555,-5.121,0.0252,0.4373,0,1,0,0,B0,101
COc1cc(O)c(C(=O)c2ccccc2-c2c3ccc(=[N+]4CCC4)cc-3oc3cc(N4CCC4)ccc23)c(OC)c1,1,0.3056,0.5946,0.6944,0.4054,3.092,566.117,89.9891,4.9536,0.2012,0.3233,0.2521,-6.6679,1.1881,0.4436,0.3929,0.0936,0.2012,0,1,0,552.3145,4.9172,0.2071,-6.3359,0.0638,0.006,0,1,0,0,B0,101
CCCCC(CC)COc1ccc2cc3cc(-c4nc5c6cccnc6c6nccc(OC)c6c5[nH]4)ccc3cc2c1,1,0.5,0.5714,0.5,0.4286,3.4378,391.6197,82.3248,4.4611,0.3332,0.4313,0.254,-6.8334,1.3561,0.3512,0.3638,0.1219,0.2253,1,1,1,419.7694,4.5274,0.3369,-6.9685,0.0553,0.0118,1,1,1,1,B0,101
CC(C)Cn1c2ccccc2c2cc(/C=C(\C#N)C(=O)O)ccc21,1,0.2917,0.4,0.7083,0.6,2.307,381.3004,26.7652,4.3529,0.2496,0.0988,0.1032,-7.2841,1.4892,0.4911,0.3658,0.1685,0.2729,0,1,0,355.5666,4.3521,0.2019,-8.5249,0.0677,0.0061,0,1,0,0,B0,101
C[S+](C)CC(=O)C1=Cc2ccc3ccccc3[n+]2[B-](F)(F)O1,1,0.48,0.6531,0.52,0.3469,4.1375,416.5837,64.0867,4.3902,0.3373,0.4353,0.229,-7.2176,1.13,0.4901,0.3444,0.1749,0.244,1,1,1,437.6592,3.9779,0.4293,-7.2854,0.3279,0.0065,0,1,0,0,B0,101
CCCCC(CC)COc1c(-c2nc3cc(OC)ccc3o2)c(=O)oc2cc(N(CC)CC)ccc12,1,0.6207,0.6203,0.3793,0.3797,3.2749,447.7716,76.7949,4.6345,0.289,0.4495,0.1896,-7.1851,1.5881,0.4313,0.3743,0.1171,0.2291,0,1,0,433.3878,4.6237,0.488,-7.4714,0.0569,0.0137,0,1,0,0,B0,101
O=C1NC(c2ccccc2)=NC1=CCCl,1,0.3611,0.6939,0.6389,0.3061,2.9077,305.5219,45.7005,4.0608,0.3246,0.1304,0.1443,-6.3376,1.1327,0.6664,0.3177,0.3149,0.3149,0,0,0,319.6656,4.101,0.2015,-6.2837,0.601,0.0417,0,0,0,0,B0,101
CCCCCCCCCc1ccc(NC(=O)c2cc(C(C)(C)C)ccc2O)cc1,1,0.5882,0.42,0.4118,0.58,1.9953,322.9003,52.6377,4.2627,0.2796,0.4414,0.2766,-6.5793,1.1813,0.5649,0.3811,0.2211,0.3218,1,0,0,311.3732,4.2297,0.3231,-6.0884,0.154,0.0036,1,1,1,1,B0,101
CCOC(=O)c1cc2c(cc1OC)CCN1C2=C[C@H](c2ccccc2)C2(C(C#N)=C1C#N)c1cc(Br)ccc1-c1ccc(Br)cc12,1,0.2162,0.7051,0.7838,0.2949,4.289,373.1603,72.6176,4.099,0.195,0.0096,0.0714,-6.9821,1.7128,0.4263,0.3886,0.0514,0.1047,0,1,0,377.3172,4.219,0.0877,-7.1206,0.0315,0.0049,0,1,0,0,B0,101
CCCCC(CC)COc1cc(OC)ccc1[N+](=O)[O-],1,0.55,0.5333,0.45,0.4667,2.5355,316.236,34.2113,3.5542,0.8417,0.2525,0.2294,-6.9392,1.3739,0.4886,0.3926,0.1108,0.2132,0,1,0,334.9954,3.6227,0.195,-6.6858,0.1223,0.0113,0,1,0,0,B0,101
CCCOc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1,1,0.2069,0.6792,0.7931,0.3208,3.6185,534.3909,13.8778,4.6371,0.2923,0.1078,0.1404,-7.08,1.1886,0.4381,0.3808,0.3014,0.3494,0,1,0,528.1294,4.5712,0.2232,-6.9457,0.1763,0.039,0,1,0,0,B0,101
COC(=O)c1cc(C(C)(C)C)c2c(N(C)C)cc(-c3ccc(Br)cc3)nn12,1,0.4364,0.6842,0.5636,0.3158,2.7851,331.6032,42.7027,4.1696,0.4405,0.3823,0.1552,-6.9342,1.1587,0.4992,0.3939,0.2022,0.3044,1,1,1,336.4258,3.8065,0.3654,-6.2528,0.0979,0.0061,1,1,1,1,B0,101
COc1nc(-c2ccc(C#N)cc2)n2ccccc12,1,0.3636,0.641,0.6364,0.359,2.3146,342.2849,43.2643,4.2379,0.1792,0.3067,0.1779,-6.5619,1.1427,0.5474,0.3574,0.2389,0.3131,1,0,0,315.8074,4.1923,0.2644,-6.9641,0.1475,0.0268,1,1,1,1,B0,101
O=C(O)C(=O)Nc1ccc(Br)cc1,1,0.6207,0.5152,0.3793,0.4848,1.6433,267.6222,22.229,4.0436,0.3712,0.1662,0.1579,-6.449,1.1056,0.7788,0.2608,0.3601,0.3244,0,0,0,287.2627,3.912,0.0864,-6.5114,0.6066,0.0339,0,0,0,0,B0,101
N#Cc1ccc(/C=C/C=C/c2ccccc2-c2ccccc2)cc1C#N,1,0.5435,0.6731,0.4565,0.3269,2.4104,366.3061,19.5165,4.3949,0.1521,0.2238,0.2006,-7.6259,1.3456,0.4832,0.3795,0.1953,0.258,0,1,0,368.1033,4.4221,0.3122,-7.99,0.1292,0.0098,1,1,1,1,B0,101
COc1ccc(C(F)(F)F)cc1F,1,0.6286,0.5758,0.3714,0.4242,1.6891,284.1484,18.9415,3.5914,0.353,0.1774,0.1766,-5.0023,0.4629,0.4137,0.3255,0.4296,0.3485,0,1,0,280.3435,3.6701,0.2964,-4.9118,0.2194,0.0967,0,0,0,0,B0,101
CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)C(C)C1CCCCC1=O,1,0.7887,0.5778,0.2113,0.4222,3.7307,372.0817,97.286,2.4207,0.9663,0.3392,0.2328,-7.4146,0.8903,0.3886,0.4049,0.3266,0.3216,0,1,0,378.0388,2.2062,0.2426,-7.5341,0.0826,0.0782,0,1,0,0,B0,101
CCCCOC(=O)CCCCCCCOC(=O)C(C)c1ccc(Oc2ccccc2)cc1,1,0.6061,0.5116,0.3939,0.4884,2.5862,366.5832,74.2636,4.3219,0.328,0.4586,0.2073,-6.742,1.2558,0.2662,0.3303,0.0674,0.1357,1,1,1,373.9842,4.2713,0.3866,-6.5978,0.0682,0.0039,1,1,1,1,B0,101
N#CCc1oc(-c2ccccc2)c2ccccc12,1,0.4483,0.6842,0.5517,0.3158,2.325,325.3187,25.44,4.1725,0.2337,0.3096,0.1576,-6.6837,1.3408,0.5846,0.3534,0.2316,0.2907,1,0,0,323.7492,4.2405,0.3287,-6.5998,0.4708,0.0105,1,1,1,1,B0,101
Oc1cc(F)cc2c(Cl)c3c(nc12)-c1ccccc1OCC3,1,0.3654,0.7419,0.6346,0.2581,2.5993,348.7601,37.1589,4.1037,0.4357,0.1943,0.1221,-6.7837,1.1538,0.5927,0.3837,0.2179,0.3098,0,0,0,334.8248,4.0437,0.3177,-6.8325,0.2186,0.005,1,1,1,1,B0,101
O=C(Oc1ccc(C=C2Oc3cccc(O)c3C2=O)cc1)c1cc(O)c2ccsc2c1,1,0.5246,0.5806,0.4754,0.4194,2.6693,404.5328,62.566,4.2319,0.4047,0.182,0.1694,-7.0484,1.1287,0.4676,0.4093,0.1287,0.2394,0,1,0,409.213,4.3547,0.0587,-6.91,0.0094,0.0086,0,1,0,0,B0,101
CN(C)c1c(Br)c(Br)cc2nc3c(Cl)c(N)c(N)cc3nc12,1,0.65,0.8214,0.35,0.1786,3.2221,366.4121,65.4837,4.1739,0.3552,0.206,0.1585,-6.9189,0.9401,0.7577,0.2857,0.3282,0.3421,0,0,0,379.0614,4.214,0.2335,-6.9732,0.6796,0.0131,0,0,0,0,B0,101
